hits|visits|day|identifier|orders|amount|product_pages|direct_visit|organic_visit|paid_search_visit|email_visit
59962|9536|2019-04-20|13|692|275307.0|18602|11958|1185|4309|10
83975|15536|2019-11-20|13|492|167613.0|22290|9412|1166|6803|3993
79493|11483|2019-06-29|13|1270|556959.0|25113|14066|1622|8537|8
57047|7577|2020-04-11|13|5|249.0|17107|12718|3380|1|768
42667|15039|2020-03-20|13|0||3539|2542|688|8|193
59393|9526|2019-04-30|13|436|106808.0|17834|12787|1059|3349|2
81067|12988|2019-06-18|13|615|111569.0|23597|16358|1362|4644|10
67583|12261|2020-01-17|13|713|166814.0|20300|8441|876|6151|3715
63861|10418|2019-09-13|13|447|124099.0|18392|8567|1075|4078|3832
63182|10875|2019-10-18|13|97|26340.0|20724|10225|1188|4860|3967
51083|9273|2019-11-04|13|289|82455.0|16803|9309|1146|5295|505
82431|14389|2019-12-02|13|900|171640.0|21591|9960|1358|8812|769
74465|11417|2019-11-03|13|446|25813.0|25784|13143|1455|8736|1441
107231|15796|2019-06-27|13|1207|306018.0|32527|18851|2247|10103|6
75260|13485|2019-09-23|13|421|93745.0|26480|10073|1003|5573|8888
106350|15982|2019-10-12|13|1054|523214.0|37068|19410|1783|8715|6195
93946|14809|2019-10-11|13|369|126552.0|32514|16681|1359|6283|7433
58957|10415|2019-08-20|13|525|222048.0|16004|7700|866|4233|2202
111336|14263|2020-05-08|13|702|39717.0|37801|22125|2578|9550|2884
58817|9819|2020-05-13|13|647|131161.0|17333|9815|1124|5041|943
85687|11335|2020-04-18|13|5|266.0|25589|20643|3262|21|1123
205967|26777|2020-05-07|13|82|3451.0|74578|47131|2652|14310|9685
48027|7606|2019-08-15|13|405|90695.0|14447|7490|783|3962|1100
60983|9844|2019-08-14|13|489|152974.0|18211|8774|951|4067|3423
59993|8687|2020-05-06|13|355|18262.0|19089|10083|1482|5810|1215
82804|13120|2019-06-28|13|1074|313757.0|24801|14275|1498|8116|12
95351|12082|2019-05-01|13|462|24560.0|29828|19049|2260|6817|3
60055|9700|2020-05-14|13|532|108279.0|19690|11397|1295|5981|640
61404|7868|2019-07-28|13|522|20451.0|20145|10930|1327|7260|0
59617|7846|2020-04-12|13|6|254.0|18077|13721|3621|7|390
70407|10189|2019-04-17|13|945|180692.0|21107|13763|1599|4647|28
72969|10045|2019-07-26|13|675|135930.0|24769|15998|843|6766|14
52860|7884|2019-07-25|13|536|102836.0|17475|10535|971|4972|7
60578|10965|2019-10-02|13|440|165420.0|19466|10040|1247|4940|2419
73154|13193|2019-12-05|13|558|174367.0|18186|8530|1134|7022|925
76870|12895|2019-05-10|13|538|116848.0|25800|18940|1204|3988|5
57108|10854|2019-10-01|13|322|77442.0|18706|8779|924|4327|3966
64676|10369|2019-08-07|13|514|136027.0|19528|9145|1077|4333|4283
79889|16126|2019-12-22|13|704|378351.0|20597|9118|1166|6519|3203
50753|7170|2020-04-20|13|6|258.0|14442|11061|2724|11|331
46061|7168|2019-08-13|13|442|154975.0|13286|6940|991|3978|638
43252|9590|2020-02-20|13|286|112500.0|11128|5226|905|3593|502
68941|10852|2019-06-25|13|435|110774.0|18716|11103|1545|5253|3
81972|15142|2020-01-09|13|871|213314.0|24524|10978|1287|8400|2417
38812|6419|2019-06-06|13|353|98336.0|11067|6172|953|3530|13
64113|12339|2019-11-11|13|809|238958.0|20050|11907|1156|5601|801
45387|9677|2020-02-08|13|577|284714.0|12993|5736|741|3333|2616
41211|9383|2020-02-07|13|276|89250.0|12086|4741|549|2527|3830
53567|10313|2019-10-08|13|339|89272.0|17747|8597|1090|4633|2967
85123|13451|2019-09-28|13|904|514817.0|27122|15635|1583|8123|635
101816|15302|2020-05-01|13|548|29530.0|35859|16316|1596|8776|8389
47317|7364|2019-09-10|13|372|104890.0|14530|7378|1110|4770|785
50768|8068|2019-09-09|13|424|108227.0|15096|7883|1064|4717|961
71430|11474|2019-09-01|13|606|53277.0|21004|9695|1238|5445|3871
42640|6999|2019-04-29|13|347|91999.0|12446|7126|951|3904|1
69878|11321|2019-05-18|13|817|362373.0|21614|12515|1627|6250|4
76459|10567|2019-06-16|13|486|24579.0|22441|13828|1530|5764|2
79543|11967|2019-10-20|13|394|19833.0|26282|13718|1977|7808|2000
102657|17518|2019-11-24|13|684|45157.0|28153|13267|1595|9941|2183
46407|9405|2020-03-10|13|284|61757.0|14394|5833|592|3233|4014
36332|7464|2020-03-09|13|277|71238.0|10535|5530|589|2918|747
78187|14334|2019-12-04|13|644|220161.0|19145|8817|1232|7319|1141
57814|10798|2019-06-12|13|413|133923.0|17228|10990|1173|4294|2
22570|5529|2020-03-22|13|0||4278|3170|917|5|55
51723|8957|2019-09-26|13|392|94428.0|16475|9242|923|4805|541
45098|8023|2020-01-30|13|453|94038.0|14389|7157|665|4406|1324
25782|5423|2020-03-29|13|0||5513|4295|1076|2|68
47149|9066|2020-01-07|13|321|63033.0|13329|6434|823|4066|1280
71569|12107|2019-08-28|13|684|316580.0|21336|10750|989|6159|2792
68779|10574|2019-05-30|13|613|185763.0|19293|11796|1563|5421|8
100046|17040|2020-01-15|13|1023|255257.0|31482|12896|1428|8069|7554
114947|19013|2020-01-11|13|1574|718078.0|34902|16030|1994|10713|4523
70823|12335|2020-01-25|13|1054|466405.0|21897|9848|1051|7201|2651
27010|6029|2020-03-27|13|0||6113|4490|995|7|519
41634|7528|2019-06-13|13|352|97606.0|12279|7378|1000|3341|2
83939|14612|2019-10-05|13|899|545335.0|28939|12939|1690|7953|5502
40397|6780|2019-05-02|13|361|112840.0|11534|7002|620|3401|3
53928|12510|2020-02-18|13|461|113662.0|14282|5866|716|3600|3297
47142|10472|2020-02-17|13|432|123281.0|12511|5942|795|3588|1117
75794|11497|2019-10-06|13|440|25987.0|25933|13108|1590|8405|1904
66733|9818|2019-09-21|13|801|382571.0|21321|11118|1486|6884|1100
109381|18881|2020-01-10|13|891|231747.0|33657|15138|1406|8681|7029
43029|7040|2019-05-16|13|393|96056.0|13133|7106|1217|4141|1
61067|10192|2019-05-15|13|566|153679.0|19511|12879|1282|4491|1
46517|8305|2020-02-03|13|465|91334.0|14712|7258|675|4703|1405
20099|4858|2020-03-26|13|0||3948|3006|825|0|11
39978|8282|2019-12-31|13|406|163937.0|12197|5857|831|2248|2497
26695|5338|2020-04-07|13|0||6316|4991|1108|1|61
63219|9584|2019-08-02|13|596|130164.0|20594|9303|954|4517|5129
52507|8991|2019-08-23|13|410|175044.0|14027|6445|942|3780|2119
65641|10413|2019-05-04|13|775|347770.0|19409|11977|1386|5037|19
47946|7943|2019-09-05|13|367|116343.0|14213|7044|895|4325|1260
64375|11139|2019-09-04|13|491|202317.0|19562|8521|1178|5029|4190
96578|17154|2019-11-17|13|548|32293.0|25462|11620|1449|8497|2782
81662|14560|2019-08-16|13|495|184022.0|22333|11914|855|4561|3994
60850|9697|2019-10-14|13|407|89573.0|19730|10418|1376|5469|1708
80958|14459|2020-01-22|13|814|185464.0|25701|10066|918|6184|7577
49740|8749|2020-01-21|13|528|102827.0|15152|7154|656|5490|1010
69589|11194|2019-07-17|13|727|154949.0|22703|14524|1318|5697|9
33095|6938|2020-02-06|13|237|71408.0|8928|4312|613|2408|1089
124442|23188|2019-12-26|13|702|280379.0|35882|17481|1633|8356|7393
47641|10445|2020-02-15|13|541|277216.0|12340|6116|730|3882|461
47029|8472|2020-01-27|13|420|87704.0|14073|6950|745|4603|769
71944|14506|2019-11-09|13|743|525212.0|19423|9653|557|6028|2700
114200|15507|2019-09-11|13|587|195653.0|32235|16826|1664|7396|5580
86611|13381|2020-04-14|13|6|204.0|25294|18630|3265|12|2816
58030|7569|2020-04-13|13|3|88.0|17672|13990|3180|0|222
83312|13995|2020-05-05|13|294|15231.0|29060|13116|1528|5379|8361
51258|9376|2020-01-05|13|340|20822.0|15069|7075|768|5129|985
64055|8811|2019-07-11|13|892|188690.0|20799|10820|1516|7059|6
64267|10388|2019-04-19|13|605|173746.0|20015|13524|1096|4308|5
34147|8239|2020-02-11|13|220|70157.0|7650|3943|527|2249|499
50413|7879|2019-08-25|13|254|15020.0|14285|7062|739|4604|903
55469|9381|2019-05-22|13|527|148235.0|17678|11007|1267|4667|4
80481|15832|2020-01-03|13|646|231146.0|25110|10306|1123|5848|6384
81137|13234|2019-10-24|13|524|242618.0|27575|13169|1480|6491|5697
56760|11203|2020-01-13|13|580|146219.0|16369|7423|998|5461|1315
56575|10039|2020-01-20|13|547|109641.0|17222|8278|942|5539|1454
92768|15509|2020-01-19|13|747|43454.0|29780|13574|1303|8630|4951
80165|11325|2019-06-30|13|846|91167.0|25087|12708|1610|9797|13
20979|4456|2020-04-02|13|0||4781|3560|952|0|149
56458|7969|2020-04-23|13|31|1610.0|16384|11840|3191|612|240
50365|6700|2020-04-16|13|9|309.0|14752|11292|2959|8|219
58254|9326|2019-05-25|13|805|339507.0|17670|10450|1264|5193|14
57502|13811|2020-02-27|13|461|139932.0|12367|5769|705|3265|1663
55445|7759|2020-04-15|13|6|254.0|16303|12513|2811|0|646
69636|13673|2019-04-24|13|469|142622.0|18358|12843|997|4005|2
216428|30372|2020-04-28|13|378|18224.0|86706|38423|4115|3552|39306
73034|11990|2019-11-05|13|323|90105.0|22711|13129|1426|6908|671
56847|9673|2019-06-21|13|506|132842.0|15423|9922|975|3660|1
56932|10923|2019-12-19|13|761|284451.0|13714|6281|1114|5007|855
79676|14113|2019-10-29|13|703|291462.0|25552|11261|1775|7403|4085
80517|14148|2019-11-01|13|521|243363.0|27866|13802|1442|6980|4866
67617|12594|2020-01-04|13|765|301961.0|19318|9439|939|6036|1666
62499|8447|2019-08-06|13|884|173995.0|20096|10343|1179|7055|630
42260|6768|2019-09-03|13|360|122483.0|12245|5992|973|4002|755
68955|14766|2020-02-16|13|318|15120.0|19308|8133|1017|4675|4322
109928|21131|2019-11-27|13|779|197406.0|28118|12759|1288|8968|3889
69405|12625|2019-10-31|13|539|283123.0|24512|9902|1023|5699|7177
59187|8973|2019-05-05|13|344|16840.0|17296|9809|1553|5128|2
59172|11741|2019-11-10|13|417|29363.0|15797|8719|308|5361|963
45510|11109|2020-03-02|13|316|71985.0|10932|5462|864|2061|1658
56389|7890|2019-07-31|13|609|148297.0|17850|10046|1027|5993|8
77003|12062|2020-04-30|13|431|21275.0|23501|12476|1341|6748|1997
126221|20358|2019-12-01|13|1316|176619.0|35128|15933|2197|13716|1914
60925|8309|2019-07-15|13|782|164904.0|19497|10476|1416|6485|12
56377|9814|2019-08-09|13|444|116000.0|17808|7591|828|3794|4856
56453|11073|2019-05-27|13|338|76832.0|17701|11911|1065|3965|3
42699|7434|2019-04-25|13|451|118220.0|11193|6875|957|2935|7
71747|11034|2020-04-10|13|19|998.0|21205|14754|2685|1|3238
80732|13995|2020-01-18|13|1319|598574.0|24326|10837|1269|8056|2923
106574|20274|2019-11-23|13|960|490221.0|29151|12986|1522|8181|5281
70480|10099|2019-09-22|13|422|23299.0|22880|11079|1561|8181|1065
212633|30715|2019-06-26|13|1976|470917.0|66456|43913|4622|15582|16
114633|16844|2019-06-14|13|561|127991.0|30011|22848|1485|4725|6
68284|9252|2019-06-23|13|483|21018.0|20135|11381|1377|6828|0
106917|15606|2019-06-15|13|980|396903.0|30231|20524|2011|6382|18
65510|9745|2019-05-08|13|669|215080.0|19263|9818|1885|6628|2
73612|13187|2020-05-12|13|573|103283.0|22518|11432|1234|5056|4446
53497|8369|2019-08-31|13|793|460687.0|15152|7844|1161|4602|890
64112|9275|2019-07-08|13|978|237138.0|20377|11088|1266|6806|5
102966|31589|2020-03-12|13|246|64988.0|8437|4160|614|2142|748
78090|23471|2020-03-13|13|229|67221.0|7846|3798|418|2086|997
79496|11720|2019-09-29|13|546|28264.0|25481|13528|1818|8542|426
44069|7905|2019-10-03|13|366|100207.0|13800|7654|937|3815|662
48653|8252|2019-05-09|13|377|96630.0|13479|7377|1213|4135|9
50908|7791|2019-08-08|13|425|111935.0|15606|7380|935|4516|2015
54978|8955|2019-06-05|13|477|157036.0|15718|8789|1083|5139|14
64375|11568|2019-09-27|13|413|141904.0|20012|12782|1096|4862|468
74488|10004|2020-05-02|13|445|23590.0|24705|12490|1617|7981|2115
30807|6798|2019-12-24|13|668|248778.0|7194|4812|968|753|314
26702|6987|2020-03-16|13|15|773.0|4460|2864|522|449|253
62703|9489|2019-08-03|13|762|209565.0|20890|9376|1097|5417|4114
21736|4641|2020-03-30|13|0||4649|3589|896|3|26
70391|9416|2019-07-27|13|853|257172.0|23971|14210|1450|7031|17
60560|11100|2019-05-06|13|415|84011.0|18408|12337|989|4213|1
46449|8611|2019-06-07|13|351|112920.0|13761|8477|813|3898|8
65822|13027|2020-02-05|13|367|109586.0|19360|8211|895|3580|6064
58872|12012|2020-01-06|13|371|76486.0|18239|7729|720|4039|5051
50883|9760|2020-01-14|13|496|128247.0|14632|6398|1049|5385|867
92589|13804|2020-04-24|13|940|48219.0|30663|17163|3544|770|8280
67636|9649|2019-07-30|13|664|143478.0|21725|13102|1032|6533|3
82556|15384|2019-12-18|13|879|335063.0|20767|9269|1330|6139|3506
73387|12033|2019-08-27|13|542|244262.0|21931|10095|1084|5790|4237
57812|7823|2019-07-16|13|807|150173.0|18227|10120|1172|5888|3
70339|12526|2019-12-17|13|805|235007.0|17377|8378|1432|6539|467
53523|8647|2019-06-01|13|706|269838.0|15997|9245|911|5282|9
139289|25682|2019-11-29|13|903|345288.0|37128|17180|1927|12425|4517
61471|10746|2019-09-06|13|393|144623.0|19484|8005|1063|4642|5240
49231|7689|2019-05-13|13|469|89315.0|15526|9097|1167|4469|1
50278|8334|2019-08-22|13|451|192086.0|13581|7370|934|3603|735
79556|14927|2019-12-27|13|679|295353.0|22309|11738|1849|5337|1951
67871|14430|2020-02-12|13|394|124063.0|21360|8387|791|3818|7379
67241|10167|2019-05-19|13|445|19721.0|20545|11414|1349|6814|2
112852|19964|2019-11-28|13|789|153060.0|29933|15926|1422|9831|1577
80347|13089|2019-10-19|13|914|439982.0|26186|13147|1941|6818|3499
54284|9394|2019-08-21|13|480|215196.0|11707|5749|691|3726|821
59242|10144|2019-09-24|13|348|79007.0|19799|9424|1456|5308|2772
166670|47096|2020-03-11|13|339|100648.0|13566|6223|849|3540|2120
1633273|323468|2019-08-22|36|28822|5442457.390004505|535614|246413|108930|143351|5095
1722637|350463|2019-05-09|36|30086|5278870.010003291|555791|264586|108284|125806|13444
3732463|734510|2019-12-22|36|71886|14486495.680012085|1235813|480195|245872|415754|20915
3246407|510123|2020-04-25|36|13570|2951194.579999903|949286|478942|263048|146732|9686
1661310|345783|2020-02-19|36|28985|5066070.69000294|557016|233672|105473|163391|8884
1576814|320057|2019-05-13|36|27600|5037875.650002672|498002|230265|99090|118510|14809
1872485|376041|2019-09-24|36|27249|5518891.410004184|586105|273525|119212|137480|17496
3247878|679918|2019-12-04|36|45040|7562357.020004331|1084845|426279|216682|339392|29191
7149500|1185264|2019-11-29|36|106138|30627679.25001361|1842924|1066811|342307|239516|24735
2251466|473115|2020-01-05|36|10855|2219388.4200000283|742112|299247|166719|211442|8391
3067065|497052|2020-04-20|36|13208|3192527.5399999083|825096|442653|249123|81411|6288
3233985|570036|2020-05-08|36|12234|3050459.319999908|935768|427192|239133|174460|34815
2319216|461204|2020-01-19|36|14433|3470492.6100008637|736235|296694|160844|206955|10642
2433027|474677|2019-11-01|36|32402|7366441.14000541|753982|339066|161743|181811|26110
1524232|303547|2019-06-14|36|30864|5644075.570004538|467763|214328|98951|116232|9581
1772295|368567|2020-02-12|36|32339|5689553.790005185|599833|261134|113451|164599|17575
2035139|394996|2020-04-02|36|7838|1627529.6599999324|596245|248796|120445|164442|5330
1963482|377929|2019-09-07|36|54818|12098028.730010144|622074|302091|130926|147269|14259
1702766|371556|2019-12-31|36|34234|5578472.830004987|552202|249690|120768|127372|6393
2758489|578253|2019-12-30|36|54383|9000638.30000509|893591|383905|185535|243114|17803
1776949|352358|2019-10-09|36|30197|5557598.05000472|561621|272208|122697|120454|8135
1796233|352901|2020-03-02|36|33411|6431132.09000553|583260|267797|115710|154089|8548
1807744|362814|2019-05-18|36|44979|13593731.590013064|546843|252382|110919|126356|22766
1597434|316506|2020-03-03|36|29742|5578939.710004682|530441|246521|108050|137022|4544
1438771|283342|2019-06-01|36|32262|6637166.040004951|445779|210710|90224|102490|14788
1556938|299316|2019-05-31|36|34465|6756570.910005797|478641|230329|101605|104549|12610
3540849|565811|2020-05-01|36|14913|3430795.4699998656|1066354|530147|295599|169291|10449
1713845|341164|2019-10-24|36|27324|5061229.500002751|538354|257009|117843|125940|6619
2858762|590691|2020-01-13|36|41449|8089101.68000347|900322|380991|185466|244050|18505
1676916|307478|2019-07-19|36|29203|5665647.100003403|459675|220970|99160|97946|13343
3518495|572281|2020-04-28|36|16073|3258894.8299998688|980398|496124|270681|141389|20464
1982902|374889|2019-06-20|36|26683|4887493.950002671|541123|234884|104127|110221|59690
1766680|344317|2019-08-27|36|31503|6034599.300005259|568263|272335|121755|132719|6420
1723246|335654|2019-10-16|36|27950|5189202.220003245|538415|265111|118032|112678|6042
2375265|473708|2019-11-18|36|32295|5764801.820005069|735062|348219|163824|166250|7892
3885137|758491|2019-12-15|36|58161|11590780.510009453|1319314|515092|269922|430124|21146
1742131|343275|2019-06-05|36|29852|5472859.2900033565|529323|244335|114280|120240|17595
2440802|502132|2020-01-14|36|36046|6833150.020002074|785148|332426|165631|211976|13393
1709547|317962|2019-05-30|36|28246|6350422.360004369|527875|247295|117904|124983|5041
1604662|336727|2020-02-20|36|27589|4886167.540002819|533777|223687|98173|150881|17825
3432230|557611|2020-05-04|36|16506|3588706.3099998487|980757|496064|276256|142827|10078
2257216|456307|2020-01-20|36|36529|7327858.270005805|719057|315479|151149|176324|12248
1737148|364904|2020-02-09|36|10727|2273879.37|604682|234257|117929|203826|6523
5855834|1042250|2019-12-01|36|59942|15255356.12000508|1862695|766705|421909|429776|45448
3084596|624602|2019-12-06|36|49635|8923490.080005225|1019294|419352|209333|295138|16579
2956419|563158|2019-09-27|36|36566|8525466.17000307|798467|355976|156808|147469|33374
1464864|297484|2019-05-15|36|26193|4609206.81000261|458826|216267|94504|106949|8555
1558787|307384|2019-08-11|36|7821|1813765.8199999237|500530|207781|104494|140483|12250
1638974|323441|2020-03-27|36|5622|1490449.249999958|481977|211344|103474|114554|4678
1745931|338275|2019-08-03|36|42063|8531351.82000737|539928|252583|108657|123665|25436
2664760|497690|2019-09-28|36|58904|14307118.310008975|793178|376485|163296|168832|16472
2255961|503947|2019-12-24|36|62704|11244537.420009824|766149|305042|135888|263325|14813
1903885|377856|2019-09-25|36|29963|5936177.480004828|600444|287700|125358|138301|9385
2073430|403141|2019-10-05|36|53162|10794112.42000978|642474|314184|136867|139755|14499
2858104|606486|2019-12-29|36|27558|5617660.220000768|947296|361459|190842|310136|22002
1462488|278660|2020-03-20|36|5674|1257336.849999949|439685|187175|84823|125547|4700
1282100|257028|2019-10-03|36|28740|5521217.550004524|407766|193681|85222|99039|4080
1833819|365604|2020-03-04|36|31333|5764742.390004889|610995|265066|114800|146610|15857
2125955|425002|2019-11-03|36|9928|2427992.39000002|682175|298615|152913|182965|10561
2422500|475554|2019-11-02|36|51251|10388797.790005632|762985|352330|158181|182783|29516
1743424|346573|2019-08-14|36|32145|6209698.380005151|555916|248954|109730|137606|23838
3235323|574579|2020-05-09|36|12523|2976535.509999908|936027|443392|240948|180331|11563
3068914|501200|2020-04-11|36|11136|2589673.329999912|915040|405413|207997|234265|7798
1726400|329374|2019-07-11|36|30442|5795761.580004328|489542|233949|107727|111687|4857
1617161|323219|2019-05-27|36|28063|5274781.780002771|500798|236590|108942|113079|6544
1897217|376358|2019-09-22|36|9575|2384672.7800000245|625231|276592|130182|172500|5286
1354256|276787|2019-06-16|36|8621|1947277.309999906|430729|177837|94685|125041|5352
2734151|555287|2020-01-04|36|55757|9869733.040005807|880570|386699|190932|224443|18188
2721281|444131|2020-04-19|36|10131|2351525.3899999927|788423|416743|231672|91433|7201
2380691|464635|2019-11-10|36|10996|2670700.760000028|728123|317997|165128|184330|10468
1886006|358807|2019-06-19|36|26946|4899355.910002708|529888|231023|104909|112091|29372
1751832|350449|2019-10-22|36|27847|5171575.760002752|558502|268230|116174|133299|7301
1546703|308631|2019-06-13|36|28484|5089913.740002767|478063|221080|101970|117991|5551
1573125|313114|2019-05-22|36|27672|4955070.410002783|492517|232957|106438|106120|11438
1840796|331227|2019-07-17|36|29724|5579110.020003025|497390|247576|111522|96990|9071
1777406|360043|2020-03-09|36|31321|5994447.150004745|588318|270242|111730|144525|22896
2873071|462268|2020-04-23|36|13096|2803911.840000268|811384|420317|229550|114600|8033
2871522|537340|2019-06-27|36|38293|7647949.730006107|760809|359540|179818|150430|15671
1947494|397333|2020-02-03|36|35254|6724894.860005845|640015|282762|126714|176379|6716
2007501|395458|2020-04-03|36|7790|1707444.8099999337|592345|246358|122159|157407|7625
1678423|334180|2019-10-15|36|26816|4893930.6400026055|529660|255269|112712|114988|8144
2012167|396859|2019-11-15|36|31068|5699165.440004724|623928|298230|138759|136913|13520
1589604|319608|2019-05-10|36|28798|5221542.280003194|502551|236348|102588|114403|9203
3775585|608972|2020-04-14|36|15764|3637561.6899998486|1063600|489926|254419|248283|7813
3666682|766303|2019-12-26|36|65638|10270711.18000814|1221120|469377|236017|443572|7299
1862768|382912|2020-01-28|36|30448|5869528.140003651|614367|267107|122393|160375|7063
1816161|364273|2019-10-23|36|27363|4973175.670002698|563868|264702|120909|131658|13496
1936348|385698|2019-11-07|36|29864|5555730.440004627|613012|288537|134650|141832|11834
1807741|371466|2020-02-10|36|32777|5876551.320005013|604382|259397|116047|169860|15466
1988807|405921|2020-02-08|36|54333|10497165.41001003|669218|292125|126622|193111|12906
1835935|360989|2019-10-06|36|10885|2559209.360000035|587583|268275|129807|147019|6218
3440943|670153|2019-12-07|36|76484|14619648.370013366|1127557|477908|235704|320961|12534
1777201|356345|2019-06-12|36|31626|5467410.790004037|552445|246682|116267|139876|13561
1714810|340708|2019-05-03|36|31272|5714832.340004968|531031|257769|108015|111462|20887
1873821|380161|2019-09-26|36|27508|5503839.300004276|562784|263843|118359|126838|16520
5590436|1055895|2019-11-25|36|49260|11673331.160004785|1544503|650837|337773|351369|66075
2502447|493065|2019-11-17|36|10973|2441227.6499999915|772629|342545|180899|189518|10364
1545587|305676|2019-06-06|36|26731|4772155.370002683|465126|221424|98915|103484|12557
1702957|333530|2019-08-15|36|21408|4587337.910002212|548934|240389|114906|148015|9957
2068220|398446|2019-07-08|36|38172|7590841.0600063475|600798|280278|131783|138664|13278
3516092|631872|2020-05-12|36|52696|12092951.500009052|992191|489607|257276|165123|12439
1854666|363887|2019-07-09|36|32705|6259041.7500049565|543701|255645|119945|124751|8042
1573153|300141|2020-03-22|36|6007|1224368.009999949|511666|212897|100711|145709|2523
1602880|307337|2020-03-21|36|5199|1261124.8099999572|502197|203556|97189|155736|3140
2272105|459766|2020-02-01|36|59044|12541078.980009912|754035|325471|145872|217365|11430
2055271|408786|2019-10-28|36|33626|6471655.300005374|653805|310562|141259|150943|13351
1996885|414862|2020-01-21|36|30941|5813341.570003605|645792|280255|138189|166031|6789
1561700|310091|2019-10-11|36|28565|5256026.350003719|488862|241758|105625|99240|9601
1646373|327071|2019-10-18|36|28139|5335398.21000398|514231|247696|110110|117663|5941
1734839|344148|2019-05-20|36|29001|8010613.620006524|529952|243321|112253|118472|19490
1939415|384561|2019-09-14|36|47261|10420805.620008737|623025|295612|122136|152657|15480
1472623|293163|2019-05-24|36|30706|5653496.44000349|459508|216878|97382|96957|17193
1723965|353244|2019-09-12|36|28181|5377957.410004381|556517|259090|110605|152411|5198
2385719|481082|2019-11-20|36|29912|5286519.440003791|717109|336666|162685|161093|8357
1931270|384720|2019-09-23|36|30922|6149720.060004827|612986|289850|126499|145010|12154
1410704|290316|2019-06-18|36|23370|4168117.390001891|434447|204741|91535|105538|7834
1855814|369340|2019-09-16|36|15196|2796007.590000266|597140|279753|120302|145124|12881
2002541|384911|2019-07-06|36|49522|10911437.840008667|571216|270179|122554|126008|17371
1847357|366937|2019-10-26|36|41869|8564521.050007354|576718|274434|119561|131842|17814
1371118|280406|2019-04-20|36|33128|6617113.410005865|430050|211062|80154|98087|17955
1279701|266227|2020-03-15|36|3554|917437.9499999834|416891|171711|81561|127700|3823
1845222|400661|2020-01-01|36|3067|747703.8599999845|594744|241091|134024|160858|7690
3562541|692737|2019-12-16|36|67112|12073163.060010705|1198243|491553|249891|364110|13197
2850474|593202|2019-11-21|36|27961|5042290.480002898|773377|343793|168578|165098|42805
1858863|359149|2019-09-02|36|38668|7709770.170006646|569364|281625|121119|120592|14565
1709977|332422|2019-08-30|36|33785|6788462.180005702|524226|255324|111770|111297|15529
1742522|334492|2019-08-29|36|32843|6354791.180005651|542211|266612|119783|115583|8551
1827804|337504|2019-07-20|36|41060|8433856.30000697|502296|237273|103244|120674|13684
3310137|522475|2020-04-27|36|15799|3441344.6599998837|938447|488611|264370|138037|6751
1687466|350283|2020-02-24|36|30906|5576538.020004389|557503|236603|102745|163054|13102
3585036|696799|2019-12-09|36|57122|10001010.320006672|1171559|485879|249376|341589|13926
1547835|312361|2019-04-22|36|16416|3726076.4100012|493465|228514|96328|121559|14035
2248592|430339|2020-04-06|36|6859|1769615.7299999457|632514|270464|134221|154702|16394
1660817|338376|2020-02-28|36|32680|6155058.940005285|542215|236943|102777|148671|18378
2085487|418245|2019-11-06|36|32176|5878330.610004976|663555|306525|142096|160673|17083
1879237|366560|2019-08-26|36|33220|6544187.440005636|603198|283040|125299|139237|16309
1532415|307840|2019-05-07|36|27940|4907225.3000028|481514|237648|98916|103539|7540
2019424|361241|2019-07-24|36|32029|5843677.240003836|548815|266759|123558|106164|12945
1972636|390029|2019-08-19|36|35239|6963599.240006089|623986|285448|125500|156876|20311
3173225|565840|2020-05-10|36|10740|2870880.399999932|948447|440813|251784|193033|6729
2810925|476653|2020-04-12|36|10567|2547751.6599999247|885283|377678|192216|241485|5905
3096126|600635|2019-12-12|36|53361|9627117.540006343|1029384|443576|220579|283081|9736
2987490|493868|2020-04-21|36|12274|2797746.71000024|791109|414999|231768|93175|14088
3102612|507938|2020-04-18|36|11637|2593194.4299999224|832270|441393|243775|85153|19238
1728749|312654|2019-07-18|36|28385|5336867.240002783|473059|231241|106119|99626|5231
2095437|418590|2019-11-13|36|29985|5249425.72000368|656722|315380|148582|147714|7447
2366756|453612|2019-09-30|36|37364|8927083.680005535|716430|337438|148488|152694|18206
1542608|315697|2019-06-17|36|27613|5348014.1500025615|478978|221153|97357|117226|16231
8473872|1151228|2020-01-08|36|56191|12982929.660006233|1461086|663123|370899|176220|63605
1595174|304101|2020-03-23|36|5831|1219445.3899999438|457542|202533|96780|106747|2984
2042834|384220|2020-03-30|36|8338|2000887.8399999083|619860|259158|124889|171512|4348
3066036|509557|2020-04-10|36|12420|2914097.299999902|875342|392622|199584|211062|16352
1706887|336780|2019-08-21|36|30768|6033729.120004961|562344|257513|114436|149180|7841
1731784|340921|2019-08-09|36|30984|5800921.060004711|538834|241486|110239|130656|22186
1474538|299388|2019-05-12|36|8701|1818928.0999999081|480769|205629|99367|135116|6149
2313560|474240|2019-11-19|36|28322|5002725.810002934|694847|321543|153507|154939|17989
1727842|339225|2019-09-06|36|32792|6514322.740005476|532428|254994|111725|121312|17208
1622786|328462|2020-03-11|36|29295|5355589.040004141|541296|246045|104515|141052|12916
1331543|274678|2019-04-19|36|23902|4430218.610002298|412767|197297|79253|93076|19517
1798651|346890|2019-08-07|36|33610|6330322.410005468|568446|265312|117349|139776|10600
3259823|643482|2019-12-17|36|61096|10876161.620009478|1096716|457255|226325|329843|12994
